"","kind",".pred_AI",".pred_class","detector","native","name","model","document_id","prompt"
"1836","AI",7.87914836123864e-06,"Human","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",425,"Simplify like non-native"
"1837","Human",0.637763619422913,"AI","Quil","No","Real TOEFL","Human",324,NA
"1838","AI",0.85009069707178,"AI","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",87,"Simplify like non-native"
"1839","Human",0.00017522535927128,"Human","HFOpenAI","Yes","Real College Essays","Human",44,NA
"1840","AI",0.000205457210540771,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",476,"Enhance like native"
"1841","Human",0.952610611915588,"AI","HFOpenAI","No","Real TOEFL","Human",351,NA
"1842","AI",5.44844251690879e-05,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",554,"Elevate using technical"
"1843","Human",0.999484777450562,"AI","Quil","No","Real TOEFL","Human",349,NA
"1844","AI",0.0381962694227695,"Human","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",186,"Simplify like non-native"
"1845","AI",0.035677600651979,"Human","OriginalityAI",NA,"Fake College Essays - GPT3","GPT3",907,"Plain"
"1846","Human",0.99808621406555,"AI","OriginalityAI","No","Real TOEFL","Human",490,NA
"1847","AI",0.000193655490875244,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",643,"Elevate using technical"
"1848","AI",2.12284478183524e-06,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",506,"Elevate using technical"
"1849","AI",1.05674347180562e-05,"Human","Sapling",NA,"Fake CS224N - GPT3","GPT3",630,"Plain"
"1850","AI",0.000656476745721681,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",597,"Elevate using technical"
"1851","AI",0.000168110564118251,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",464,"Plain"
"1852","AI",0.97335571050644,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",678,"Plain"
"1853","AI",0.98330402374268,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",33,"Plain"
"1854","Human",1.07668703870319e-17,"Human","GPTZero","Yes","Real College Essays","Human",212,NA
"1855","AI",0.0032321035396308,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",433,"Enhance like native"
"1856","Human",0.999971483104827,"AI","Sapling","No","Real TOEFL","Human",467,NA
"1857","AI",0.993922233581543,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",567,"Plain"
"1858","Human",0.000399912445573136,"Human","Crossplag","Yes","Real College Essays","Human",290,NA
"1859","AI",0.000200331211090088,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",503,"Elevate using technical"
"1860","Human",0.625,"AI","ZeroGPT","No","Real TOEFL","Human",76,NA
"1861","AI",0.000741019495762885,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",22,"Plain"
"1862","AI",0.000205569449462928,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",272,"Enhance like native"
"1863","Human",0.000780324742663652,"Human","Crossplag","Yes","Real College Essays","Human",915,NA
"1864","Human",0,"Human","ZeroGPT","Yes","Real College Essays","Human",395,NA
"1865","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",748,NA
"1866","Human",0.98343336582184,"AI","OriginalityAI","No","Real TOEFL","Human",214,NA
"1867","Human",0.00100332498550415,"Human","Quil","Yes","Real College Essays","Human",49,NA
"1868","AI",0.085381805896759,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",309,"Enhance like native"
"1869","AI",0.898804553315904,"AI","GPTZero",NA,"Fake College Essays - GPT3","GPT3",538,"Plain"
"1870","Human",0.933373987674713,"AI","Crossplag","No","Real TOEFL","Human",544,NA
"1871","AI",0.95865881443024,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",661,"Plain"
"1872","Human",0,"Human","ZeroGPT","Yes","Real College Essays","Human",50,NA
"1873","AI",0.868311762809753,"AI","Crossplag",NA,"Fake CS224N - GPT3","GPT3",641,"Plain"
"1874","Human",0.25,"Human","ZeroGPT","No","Real TOEFL","Human",450,NA
"1875","AI",0.0515702329576015,"Human","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",91,"Simplify like non-native"
"1876","AI",0.999999506784749,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",37,"Plain"
"1877","Human",3e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",108,NA
"1878","AI",0.00332343578338623,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",646,"Elevate using technical"
"1879","Human",0.625,"AI","ZeroGPT","No","Real TOEFL","Human",333,NA
"1880","Human",0.25,"Human","ZeroGPT","Yes","Real CS224N","Human",850,NA
"1881","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",852,NA
"1882","AI",0.998329818248749,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",691,"Plain"
"1883","AI",0.00020138053514529,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",673,"Elevate using technical"
"1884","Human",5.78025767844716e-09,"Human","GPTZero","Yes","Real CS224N","Human",809,NA
"1885","Human",2.36954605370432e-06,"Human","Sapling","No","Real TOEFL","Human",307,NA
"1886","AI",6.33512224457178e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",597,"Elevate using technical"
"1887","Human",0.00112247688230127,"Human","HFOpenAI","Yes","Real CS224N","Human",875,NA
"1888","AI",0.00136656092945486,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",40,"Plain"
"1889","AI",6.3575767853763e-05,"Human","OriginalityAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",74,"Elevate using literary"
"1890","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",847,NA
"1891","Human",0.714545228475551,"AI","GPTZero","No","Real TOEFL","Human",301,NA
"1892","Human",0.343143582344055,"Human","Crossplag","No","Real TOEFL","Human",370,NA
"1893","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",574,"Plain"
"1894","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",514,"Elevate using technical"
"1895","AI",0.63483464717865,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",661,"Plain"
"1896","AI",0.0080782137811184,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",414,"Enhance like native"
"1897","AI",0.99772876501083,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",442,"Plain"
"1898","Human",0.000190572260180488,"Human","HFOpenAI","Yes","Real CS224N","Human",858,NA
"1899","Human",0.25,"Human","ZeroGPT","No","Real TOEFL","Human",398,NA
"1900","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",763,NA
"1901","AI",0.000173026142874733,"Human","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",131,"Simplify like non-native"
"1902","AI",0.951194356900802,"AI","GPTZero",NA,"Fake College Essays - GPT3","GPT3",531,"Plain"
"1903","AI",0.000642296450678259,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",287,"Enhance like native"
"1904","AI",9.2006744223383e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",727,"Elevate using technical"
"1905","AI",4.18872838262925e-08,"Human","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",231,"Simplify like non-native"
"1906","AI",5.37747014139889e-07,"Human","Sapling",NA,"Fake CS224N - GPT3","GPT3",23,"Plain"
"1907","AI",0.999463975429535,"AI","Crossplag",NA,"Fake CS224N - GPT3","GPT3",493,"Plain"
"1908","AI",0.25,"Human","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",83,"Simplify like non-native"
"1909","AI",0.000841857399791479,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",480,"Elevate using technical"
"1910","AI",0.97256606817245,"AI","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",434,"Elevate using technical"
"1911","Human",0.74326366186142,"AI","Crossplag","No","Real TOEFL","Human",70,NA
"1912","AI",0.00171971321105957,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",321,"Enhance like native"
"1913","Human",1.36907874180452e-18,"Human","GPTZero","Yes","US 8th grade essay","Human",141,NA
"1914","Human",0.027381298194329,"Human","Sapling","Yes","US 8th grade essay","Human",150,NA
"1915","AI",0.918775114353035,"AI","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",96,"Simplify like non-native"
"1916","AI",0.999741785376672,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",38,"Plain"
"1917","Human",0.000169868842931464,"Human","Crossplag","Yes","Real CS224N","Human",858,NA
"1918","AI",0.0014408632414415,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",704,"Plain"
"1919","Human",0.625,"AI","ZeroGPT","No","Real TOEFL","Human",534,NA
"1920","AI",0.000445321755250916,"Human","HFOpenAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",201,"Elevate using literary"
"1921","AI",0.99138742685318,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",587,"Plain"
"1922","AI",4.83211986535004e-07,"Human","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",232,"Simplify like non-native"
"1923","AI",0.0255345683544874,"Human","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",140,"Simplify like non-native"
"1924","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",862,NA
"1925","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",511,"Elevate using technical"
"1926","AI",2.62438140300469e-05,"Human","Sapling",NA,"Fake CS224N - GPT3","GPT3",28,"Plain"
"1927","Human",1.47474244722172e-05,"Human","GPTZero","Yes","Real CS224N","Human",760,NA
"1928","Human",0.453830182552338,"Human","Crossplag","No","Real TOEFL","Human",263,NA
"1929","Human",0.000195205211639404,"Human","Quil","Yes","US 8th grade essay","Human",175,NA
"1930","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",517,"Elevate using technical"
"1931","AI",0.890196025371552,"AI","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",553,"Elevate using technical"
"1932","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",766,NA
"1933","AI",0.980318829065396,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",584,"Plain"
"1934","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",33,"Plain"
"1935","AI",0.125,"Human","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",235,"Simplify like non-native"
"1936","AI",0.25,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",265,"Enhance like native"
"1937","AI",0.910342224660137,"AI","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",399,"Simplify like non-native"
"1938","AI",0.116017703138973,"Human","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",172,"Simplify like non-native"
"1939","AI",0.048346251249313,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",584,"Plain"
"1940","Human",5.78025767844716e-09,"Human","GPTZero","Yes","Real CS224N","Human",781,NA
"1941","AI",0.0276651382446289,"Human","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",92,"Simplify like non-native"
"1942","Human",0.000157049937500542,"Human","Sapling","Yes","US 8th grade essay","Human",51,NA
"1943","Human",0.25,"Human","ZeroGPT","No","Real TOEFL","Human",259,NA
"1944","Human",0.991411566734314,"AI","Crossplag","No","Real TOEFL","Human",267,NA
"1945","AI",2.12284478183524e-06,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",15,"Plain"
"1946","Human",0.234453342116622,"Human","Sapling","Yes","Real College Essays","Human",269,NA
"1947","AI",0,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",358,"Enhance like native"
"1948","AI",0.000707342638634145,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",270,"Enhance like native"
"1949","Human",0.999823391437531,"AI","Quil","No","Real TOEFL","Human",310,NA
"1950","Human",9e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",237,NA
"1951","AI",0.000189300204510801,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",713,"Elevate using technical"
"1952","AI",0.00680142641067505,"Human","Quil",NA,"Fake CS224N - GPT3","GPT3",638,"Plain"
"1953","Human",0.0228304769843817,"Human","HFOpenAI","Yes","US 8th grade essay","Human",413,NA
"1954","AI",0.00040393802011085,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",710,"Elevate using technical"
"1955","Human",0.000504334515426308,"Human","Crossplag","Yes","Real CS224N","Human",827,NA
"1956","AI",1,"AI","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",636,"Plain"
"1957","AI",0.975609355850849,"AI","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",155,"Simplify like non-native"
"1958","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",769,NA
"1959","Human",1,"AI","ZeroGPT","No","Real TOEFL","Human",242,NA
"1960","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",413,NA
"1961","Human",5.9492920087334e-05,"Human","Sapling","Yes","US 8th grade essay","Human",141,NA
"1962","AI",9.60596146071246e-07,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",207,"Enhance like native"
"1963","AI",0.70883107185364,"AI","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",513,"Elevate using technical"
"1964","Human",3.44967182897504e-14,"Human","GPTZero","Yes","US 8th grade essay","Human",183,NA
"1965","Human",0.00017105731240008,"Human","Crossplag","Yes","Real CS224N","Human",820,NA
"1966","Human",3.99665038463082e-19,"Human","GPTZero","Yes","US 8th grade essay","Human",130,NA
"1967","Human",0.00024540364393033,"Human","OriginalityAI","Yes","Real College Essays","Human",269,NA
"1968","AI",0.0390610173344612,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",384,"Plain"
"1969","Human",0.000177349167643115,"Human","Crossplag","Yes","Real CS224N","Human",832,NA
"1970","AI",0.999957770484471,"AI","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",341,"Enhance like native"
"1971","Human",0.125,"Human","ZeroGPT","Yes","US 8th grade essay","Human",147,NA
"1972","AI",0.999768555164337,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",16,"Plain"
"1973","AI",0.0030981635209173,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",619,"Plain"
"1974","Human",0.000187218189239502,"Human","Quil","Yes","Real College Essays","Human",294,NA
"1975","Human",0.0091000394895673,"Human","OriginalityAI","Yes","Real CS224N","Human",796,NA
"1976","AI",0.000182101794052869,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",671,"Plain"
"1977","AI",0.0044769668020308,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",330,"Enhance like native"
"1978","Human",0.000209272810025141,"Human","HFOpenAI","Yes","Real CS224N","Human",762,NA
"1979","AI",0.000292470504064113,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",665,"Elevate using technical"
"1980","Human",9.04061026492098e-05,"Human","Sapling","Yes","US 8th grade essay","Human",117,NA
"1981","Human",0.399827301502228,"Human","Quil","Yes","US 8th grade essay","Human",111,NA
"1982","Human",0.999825537204742,"AI","Quil","No","Real TOEFL","Human",351,NA
"1983","AI",0.00232167550694873,"Human","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",152,"Simplify like non-native"
"1984","Human",0.00040372263174504,"Human","Crossplag","Yes","Real CS224N","Human",796,NA
"1985","Human",0.000213108709431253,"Human","Crossplag","Yes","Real CS224N","Human",808,NA
"1986","AI",0.97483599185944,"AI","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",410,"Elevate using technical"
"1987","AI",1,"AI","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",134,"Simplify like non-native"
"1988","Human",0.900023466712142,"AI","GPTZero","No","Real TOEFL","Human",545,NA
"1989","Human",0.458475083112717,"Human","Crossplag","No","Real TOEFL","Human",344,NA
"1990","AI",0.8062,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",121,"Simplify like non-native"
"1991","Human",0.309976071119308,"Human","Crossplag","No","Real TOEFL","Human",214,NA
"1992","AI",0.96180254220963,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",573,"Plain"
"1993","Human",0.0565897189080715,"Human","Crossplag","No","Real TOEFL","Human",543,NA
"1994","AI",0.043159253895283,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",665,"Elevate using technical"
"1995","AI",0.999789178371429,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",701,"Plain"
"1996","AI",0.75,"AI","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",138,"Simplify like non-native"
"1997","AI",0.748848438262939,"AI","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",553,"Elevate using technical"
"1998","Human",0.0152144627645612,"Human","Crossplag","Yes","Real College Essays","Human",486,NA
"1999","Human",0.00105731899705741,"Human","GPTZero","No","Real TOEFL","Human",377,NA
"2000","AI",0.00087346788495779,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",611,"Elevate using technical"
"2001","Human",0.35894781351089,"Human","OriginalityAI","No","Real TOEFL","Human",884,NA
"2002","Human",0.965835594272606,"AI","Sapling","Yes","US 8th grade essay","Human",194,NA
"2003","AI",0.999822795391083,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",634,"Plain"
"2004","AI",0.000656476745721681,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",717,"Elevate using technical"
"2005","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",692,"Plain"
"2006","AI",0.998772203922272,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",18,"Plain"
"2007","AI",0.999813497066498,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",522,"Plain"
"2008","Human",0.46694226613181,"Human","OriginalityAI","Yes","Real College Essays","Human",281,NA
"2009","Human",0.971082097271993,"AI","GPTZero","Yes","Real College Essays","Human",77,NA
"2010","Human",0,"Human","ZeroGPT","Yes","Real College Essays","Human",424,NA
"2011","AI",0.000168017606483772,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",674,"Elevate using technical"
"2012","AI",0.000211684629903175,"Human","Crossplag",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",897,"Elevate using literary"
"2013","AI",0.25,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",384,"Plain"
"2014","Human",0.794832468032837,"AI","Crossplag","Yes","US 8th grade essay","Human",173,NA
"2015","AI",0.999814927577972,"AI","Crossplag",NA,"Fake CS224N - GPT3","GPT3",30,"Plain"
"2016","Human",0.000181664596311748,"Human","HFOpenAI","Yes","Real CS224N","Human",738,NA
"2017","AI",0.125,"Human","ZeroGPT",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",383,"Elevate using literary"
"2018","AI",0.25,"Human","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",251,"Simplify like non-native"
"2019","AI",0.000188839781912975,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",207,"Enhance like native"
"2020","AI",0.002803829498589,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",387,"Plain"
"2021","Human",0.00018950950470753,"Human","HFOpenAI","Yes","US 8th grade essay","Human",88,NA
"2022","AI",0.994640529155731,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",617,"Plain"
"2023","AI",0.870862747873481,"AI","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",406,"Simplify like non-native"
"2024","AI",0.996371150016785,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",593,"Plain"
"2025","Human",1e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",158,NA
"2026","Human",0.0001971886085812,"Human","HFOpenAI","Yes","Real CS224N","Human",879,NA
"2027","AI",0.000203484029043466,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",479,"Elevate using technical"
"2028","Human",0.029218381270766,"Human","OriginalityAI","Yes","Real CS224N","Human",871,NA
"2029","Human",0.999728620052338,"AI","Crossplag","No","Real TOEFL","Human",242,NA
"2030","AI",0.000366449356079102,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",270,"Enhance like native"
"2031","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",115,NA
"2032","Human",0.48504848250013,"Human","OriginalityAI","Yes","Real College Essays","Human",295,NA
"2033","AI",0.998784005641937,"AI","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",189,"Simplify like non-native"
"2034","Human",2.40975070665748e-20,"Human","GPTZero","Yes","Real College Essays","Human",438,NA
"2035","AI",0.99451524019241,"AI","OriginalityAI",NA,"Fake College Essays - GPT3","GPT3",422,"Plain"
"2036","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",676,"Plain"
"2037","Human",0.000171355553902686,"Human","HFOpenAI","Yes","Real CS224N","Human",868,NA
"2038","Human",0.25817987322807,"Human","OriginalityAI","No","Real TOEFL","Human",349,NA
"2039","AI",0.000325176544720307,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",272,"Enhance like native"
"2040","Human",0.4986,"Human","OriginalityAI","Yes","US 8th grade essay","Human",125,NA
"2041","AI",0.444542407989502,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",668,"Elevate using technical"
"2042","AI",0.00475096702575684,"Human","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",231,"Simplify like non-native"
"2043","Human",0.0832859948277473,"Human","Crossplag","Yes","Real CS224N","Human",776,NA
"2044","AI",4.89199603048718e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",392,"Elevate using technical"
"2045","AI",0.000215930267586373,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",603,"Enhance like native"
"2046","AI",0.58050310611725,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",688,"Plain"
"2047","Human",0.571065745204628,"AI","GPTZero","No","Real TOEFL","Human",262,NA
"2048","Human",0.000362992286682129,"Human","Quil","Yes","Real College Essays","Human",243,NA
"2049","AI",1.44768899510501e-11,"Human","GPTZero",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",61,"Elevate using literary"
"2050","Human",0.653521361552441,"AI","GPTZero","No","Real TOEFL","Human",274,NA
"2051","Human",6.03800851649704e-16,"Human","GPTZero","Yes","US 8th grade essay","Human",112,NA
"2052","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",527,"Elevate using technical"
"2053","Human",0.095747500658035,"Human","OriginalityAI","Yes","Real CS224N","Human",843,NA
"2054","AI",0.0025093259755522,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",433,"Enhance like native"
"2055","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",475,"Elevate using technical"
"2056","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",681,"Elevate using technical"
"2057","Human",0.000269675772869959,"Human","HFOpenAI","Yes","US 8th grade essay","Human",97,NA
"2058","AI",0.343623882219279,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",471,"Enhance like native"
"2059","AI",0.000202617826289497,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",639,"Elevate using technical"
"2060","Human",0.000169123304658569,"Human","Crossplag","Yes","Real College Essays","Human",904,NA
"2061","AI",0.125,"Human","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",80,"Simplify like non-native"
"2062","Human",0.125,"Human","ZeroGPT","No","Real TOEFL","Human",293,NA
"2063","Human",0.474880963563919,"Human","HFOpenAI","No","Real TOEFL","Human",901,NA
"2064","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",746,NA
"2065","AI",2.12284478183524e-06,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",599,"Elevate using technical"
"2066","AI",0.0032743036281317,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",516,"Elevate using technical"
"2067","AI",6.10071070106244e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",626,"Elevate using technical"
"2068","Human",0.000175066030351445,"Human","Crossplag","Yes","Real College Essays","Human",295,NA
"2069","AI",0.9970326423645,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",38,"Plain"
"2070","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",818,NA
"2071","Human",0.887165174136601,"AI","GPTZero","No","Real TOEFL","Human",75,NA
"2072","AI",0.0158295631408691,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",514,"Elevate using technical"
"2073","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",443,"Elevate using technical"
"2074","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",580,"Plain"
"2075","Human",1.7904154271963e-19,"Human","GPTZero","Yes","US 8th grade essay","Human",107,NA
"2076","AI",0.62231320142746,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",15,"Plain"
"2077","AI",0.998723566532135,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",633,"Plain"
"2078","Human",7e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",146,NA
"2079","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",691,"Plain"
"2080","Human",0,"Human","ZeroGPT","Yes","Real College Essays","Human",417,NA
"2081","Human",0.000168152980473347,"Human","GPTZero","No","Real TOEFL","Human",370,NA
"2082","Human",0.36371573805809,"Human","Crossplag","Yes","Real CS224N","Human",842,NA
"2083","Human",0.99999955335576,"AI","Sapling","No","Real TOEFL","Human",276,NA
"2084","AI",0.000180363742401823,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",671,"Plain"
"2085","AI",0.000415623188018799,"Human","Quil",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",205,"Elevate using literary"
"2086","AI",0.9996,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",124,"Simplify like non-native"
"2087","AI",0.129781305789948,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",632,"Plain"
"2088","Human",0.259598731994629,"Human","Crossplag","Yes","Real CS224N","Human",749,NA
"2089","AI",0.000100059347200011,"Human","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",81,"Simplify like non-native"
"2090","AI",0.0081594474613667,"Human","OriginalityAI",NA,"Fake College Essays - GPT3","GPT3",71,"Plain"
"2091","AI",0.99724555015564,"AI","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",728,"Elevate using technical"
"2092","AI",0.0163033027201891,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",378,"Enhance like native"
"2093","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",104,NA
"2094","AI",0.00143100402783602,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",311,"Enhance like native"
"2095","Human",0.275190979242325,"Human","HFOpenAI","No","Real TOEFL","Human",546,NA
"2096","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",448,NA
"2097","AI",0.983485043048859,"AI","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",109,"Simplify like non-native"
